name,price,old_price,rating,reviews,link,page,discount_pct,discount_amount,discount_pct_calc,value_score,brand,price_range,discount_range
World Most Fastest Hot Water Heater Kettle Itel,8450.0,18790.0,4.2 out of 5,4.2 out of 5(120),https://www.jumia.com.ng/world-most-fastest-hot-water-heater-kettle-itel-mpg3885250.html,3,,10340.0,55.03,,Generic,₦0-10k,
Legacy 8.0Litres Yam Pounder Food Processor 2800,54000.0,65000.0,,,https://www.jumia.com.ng/legacy-8.0litres-yam-pounder-food-processor-2800-104756228.html,3,,11000.0,16.92,,Legacy,₦50k-100k,
Generic Rechargeable Usb Powered Mosquito Repellant,7410.0,7800.0,,,https://www.jumia.com.ng/generic-rechargeable-usb-powered-mosquito-repellant-418541676.html,3,,390.0,5.0,,Generic,₦0-10k,
Generic Super Foldable Collapsible Mini Silicone Electric Kettle,11040.0,11500.0,2 out of 5,2 out of 5(4),https://www.jumia.com.ng/generic-super-foldable-collapsible-mini-silicone-electric-kettle-401966340.html,3,,460.0,4.0,,Generic,₦10k-25k,
Generic Stainless Steel Quality Kettlegass Stove Free Brush,,,,,https://www.jumia.com.ng/generic-stainless-steel-quality-kettlegass-stove-free-brush-358010758.html,3,,,,,Generic,,
Food Processor And Yam Pounder 1000W Century,54000.0,55000.0,4 out of 5,4 out of 5(4),https://www.jumia.com.ng/food-processor-and-yam-pounder-1000w-century-mpg1238372.html,3,,1000.0,1.82,,Century,₦50k-100k,
Generic Stainless Steel Boiling Water Kettle For Gas Stove 4 Litres,17100.0,18000.0,4.5 out of 5,4.5 out of 5(2),https://www.jumia.com.ng/generic-stainless-steel-boiling-water-kettle-for-gas-stove-4-litres-407383855.html,3,,900.0,5.0,,Generic,₦10k-25k,
Tower Aluminium Kettle 3 Litre,9310.0,9800.0,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/tower-aluminium-kettle-3-litre-407234871.html,3,,490.0,5.0,,Tower,₦0-10k,
1000W Home Solar Lighting System For Tv Laptop And Lights Souer,124999.0,250000.0,4.8 out of 5,4.8 out of 5(5),https://www.jumia.com.ng/1000w-home-solar-lighting-system-for-tv-laptop-and-lights-souer-mpg7423958.html,3,,125001.0,50.0,,1000W,₦100k-200k,
Generic 4 Litres Whistling Kettle And 1 Free Dish Washing Liquid Soap Brush,16055.0,16900.0,,,https://www.jumia.com.ng/generic-4-litres-whistling-kettle-and-1-free-dish-washing-liquid-soap-brush-367415913.html,3,,845.0,5.0,,Generic,₦10k-25k,
Generic 12 Litre Multifunction Fufu Yam Pounderfood Processor,72000.0,,3.5 out of 5,3.5 out of 5(2),https://www.jumia.com.ng/generic-12-litre-multifunction-fufu-yam-pounderfood-processor-80677874.html,3,,,,,Generic,₦50k-100k,
Electric Kettle 5.2 Litres Master Chef,41705.0,43900.0,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/electric-kettle-5.2-litres-master-chef-mpg2945160.html,3,,2195.0,5.0,,Generic,₦25k-50k,
Generic Yam Pounder And Food Chopper 8Lt,37999.0,,4.2 out of 5,4.2 out of 5(11),https://www.jumia.com.ng/generic-yam-pounder-and-food-chopper-8lt-401670258.html,3,,,,,Generic,₦25k-50k,
1.7 Electric Kettle Jug 1700Watts Ike17E1 Itel,7990.0,35000.0,3.9 out of 5,3.9 out of 5(15),https://www.jumia.com.ng/1.7-electric-kettle-jug-1700watts-ike17e1-itel-mpg3411939.html,3,,27010.0,77.17,,1.7,₦0-10k,
Generic 6Ltr Yam Pounder Meat Grinder Fruits Nut Beans Blender,38000.0,,4.5 out of 5,4.5 out of 5(2),https://www.jumia.com.ng/generic-6ltr-yam-pounder-meat-grinder-fruits-nut-beans-blender-90712583.html,3,,,,,Generic,₦25k-50k,
Deadbug Organic No Chemical Bedbug Killer 4 Bottles,14249.0,19999.0,4 out of 5,4 out of 5(8),https://www.jumia.com.ng/deadbug-organic-no-chemical-bedbug-killer-4-bottles-264007251.html,3,,5750.0,28.75,,Generic,₦10k-25k,
Generic Cordless Pressure Gun Washer Portable High Power Washer Gun Rechargeable High Pressure Water Spray Gun Car Washer Cleaner Garden Washer 48V,,,1 out of 5,1 out of 5(1),https://www.jumia.com.ng/generic-cordless-pressure-gun-washer-portable-high-power-washer-gun-rechargeable-high-pressure-water-spray-gun-car-washer-cleaner-garden-washer-48v-412879093.html,3,,,,,Generic,,
Generic Century Food Processor And Yam Pounder 1000Watts,85500.0,,,,https://www.jumia.com.ng/generic-century-food-processor-and-yam-pounder-1000watts-401651238.html,3,,,,,Generic,₦50k-100k,
Nine 1.5L Black Kettle Stainless Steel Hr 462,9974.0,10499.0,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/nine-1.5l-black-kettle-stainless-steel-hr-462-291719362.html,3,,525.0,5.0,,Nine,₦0-10k,
Nine 3L Yam Pounder Food Processor Sr Jrj 3,18525.0,19500.0,3.7 out of 5,3.7 out of 5(90),https://www.jumia.com.ng/nine-3l-yam-pounder-food-processor-sr-jrj-3-272105402.html,3,,975.0,5.0,,Nine,₦10k-25k,
Generic Beautiful Valentines Day Gift,15200.0,25000.0,,,https://www.jumia.com.ng/generic-beautiful-valentines-day-gift-419169215.html,3,,9800.0,39.2,,Generic,₦10k-25k,
Generic World Global Map Earth Teaching Geography Map,43225.0,45500.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-world-global-map-earth-teaching-geography-map-266961886.html,3,,2275.0,5.0,,Generic,₦25k-50k,
Generic Stainless Steel Whistling Kettle 4 Litres For Stove And Gas Use,15105.0,25000.0,,,https://www.jumia.com.ng/generic-stainless-steel-whistling-kettle-4-litres-for-stove-and-gas-use-346558428.html,3,,9895.0,39.58,,Generic,₦10k-25k,
Deadbug Organic Cockroach Killer Buy 4 Get 1 Free Odorless,14249.0,19999.0,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/deadbug-organic-cockroach-killer-buy-4-get-1-free-odorless-100000960.html,3,,5750.0,28.75,,Generic,₦10k-25k,
8.0Litres Yam Pounderfood Processor 2800W Legacy,43000.0,55000.0,3.8 out of 5,3.8 out of 5(4),https://www.jumia.com.ng/8.0litres-yam-pounderfood-processor-2800w-legacy-mpg6261091.html,3,,12000.0,21.82,,Legacy,₦25k-50k,
Generic Philip Electric Iron,42750.0,45000.0,,,https://www.jumia.com.ng/generic-philip-electric-iron-402486264.html,3,,2250.0,5.0,,Generic,₦25k-50k,
Deadbug Bedbug Magic Powder X 5 Pcs No Chemical,5604.0,8999.0,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/deadbug-bedbug-magic-powder-x-5-pcs-no-chemical-391092761.html,3,,3395.0,37.73,,Generic,₦0-10k,
Yam Pounder And Multifunctional Food Machine 6L Bowl King Style,38500.0,,3.8 out of 5,3.8 out of 5(5),https://www.jumia.com.ng/yam-pounder-and-multifunctional-food-machine-6l-bowl-king-style-mpg7036741.html,3,,,,,Yam,₦25k-50k,
Nexo 2 In 1 Blender 1.5L Perfect Blender Smoothie Maker Ideal For Healthy Drinks Bl Ch28 Xd 300W 1 Year Warranty,31990.0,57036.0,,,https://www.jumia.com.ng/nexo-2-in-1-blender-1.5l-perfect-blender-smoothie-maker-ideal-for-healthy-drinks-bl-ch28-xd-300w-1-year-warranty-418921350.html,3,,25046.0,43.91,,Nexo,₦25k-50k,
Silver Crest German Yam Pounderfood Processor 8Litres 4500W,51000.0,,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/silver-crest-german-yam-pounderfood-processor-8litres-4500w-205412692.html,3,,,,,SILVER,₦50k-100k,
Nine 1.0L White Electric Kettle Stainless Steel Hr 462,21374.0,22499.0,,,https://www.jumia.com.ng/nine-1.0l-white-electric-kettle-stainless-steel-hr-462-291721328.html,3,,1125.0,5.0,,Nine,₦10k-25k,
Mr. Steel Mr Steel Electric 2L Meat Grinder Yam Pounder Processor,28199.0,32500.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/mr.-steel-mr-steel-electric-2l-meat-grinder-yam-pounder-processor-237225353.html,3,,4301.0,13.23,,Mr.,₦25k-50k,
Sonifer Cordless Powerful Vacuum Cleaner,125400.0,162000.0,,,https://www.jumia.com.ng/sonifer-cordless-powerful-vacuum-cleaner-419173641.html,3,,36600.0,22.59,,Sonifer,₦100k-200k,
Generic 2000Watts Yam Pounder With 6Ltr Stainless Bowl Spatula,39500.0,,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-2000watts-yam-pounder-with-6ltr-stainless-bowl-spatula-112878031.html,3,,,,,Generic,₦25k-50k,
3 Litres Stainless Steel Anti Rust Kettle Gas Stove Generic,15105.0,15900.0,3.3 out of 5,3.3 out of 5(3),https://www.jumia.com.ng/3-litres-stainless-steel-anti-rust-kettle-gas-stove-generic-mpg6019192.html,4,,795.0,5.0,,Generic,₦10k-25k,
Bedbug Magic Powder No Chemical All Natural 10G Deadbug,3704.0,4999.0,2.5 out of 5,2.5 out of 5(2),https://www.jumia.com.ng/bedbug-magic-powder-no-chemical-all-natural-10g-deadbug-mpg8072485.html,4,,1295.0,25.91,,Generic,₦0-10k,
Cast Iron Manual Juicer Hand Press Juice Squeezer Generic,80750.0,85000.0,4.3 out of 5,4.3 out of 5(3),https://www.jumia.com.ng/cast-iron-manual-juicer-hand-press-juice-squeezer-generic-mpg5885380.html,4,,4250.0,5.0,,Generic,₦50k-100k,
Generic Raf Multi Function Juicer Heavy Duty Heating Nutrition Blender 1.8L R.2833,269824.0,999999.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-raf-multi-function-juicer-heavy-duty-heating-nutrition-blender-1.8l-r.2833-419004998.html,4,,730175.0,73.02,,Generic,₦200k+,
Genera Stainless Steel Whistling Kettle Jr002,18429.0,19399.0,,,https://www.jumia.com.ng/genera-stainless-steel-whistling-kettle-jr002-408479617.html,4,,970.0,5.0,,Generic,₦10k-25k,
Generic Wet Dry Power Vacuum Cleaner 20L Tank Capacity,123500.0,200000.0,,,https://www.jumia.com.ng/generic-wet-dry-power-vacuum-cleaner-20l-tank-capacity-388444844.html,4,,76500.0,38.25,,Generic,₦100k-200k,
Round Portable Charcoal Bbq Grill Barbecue Generic,71250.0,75000.0,4.3 out of 5,4.3 out of 5(3),https://www.jumia.com.ng/round-portable-charcoal-bbq-grill-barbecue-generic-mpg11951034.html,4,,3750.0,5.0,,Generic,₦50k-100k,
Rico Heavy Duty Fufu Maker Yam Pounder 800Watts,62000.0,85000.0,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/rico-heavy-duty-fufu-maker-yam-pounder-800watts-70800135.html,4,,23000.0,27.06,,Rico,₦50k-100k,
Syinix 5L Stainless Electric Yam Pounding Machine Cooker Pounder,159999.0,,,,https://www.jumia.com.ng/syinix-5l-stainless-electric-yam-pounding-machine-cooker-pounder-216264846.html,4,,,,,Syinix,₦100k-200k,
Nine 1.5L White Stainless Steel Kettle Hr 5082,9974.0,10499.0,4.3 out of 5,4.3 out of 5(4),https://www.jumia.com.ng/nine-1.5l-white-stainless-steel-kettle-hr-5082-291724021.html,4,,525.0,5.0,,Nine,₦0-10k,
Generic Whistling Stainless Steel Kettle,,,,,https://www.jumia.com.ng/generic-whistling-stainless-steel-kettle-336462933.html,4,,,,,Generic,,
Firman Gen Smartcool Inverter 1.1Hp Ac Kit,468500.0,580000.0,,,https://www.jumia.com.ng/firman-gen-smartcool-inverter-1.1hp-ac-kit-197176464.html,4,,111500.0,19.22,,Firman,₦200k+,
Nine 1.0L Stainless Steel Electric Kettle Hr 462,21374.0,22499.0,,,https://www.jumia.com.ng/nine-1.0l-stainless-steel-electric-kettle-hr-462-279951134.html,4,,1125.0,5.0,,Nine,₦10k-25k,
Generic 5 Litres High Quality Yam Pounder And Food Processor,36800.0,,,,https://www.jumia.com.ng/generic-5-litres-high-quality-yam-pounder-and-food-processor-374571933.html,4,,,,,Generic,₦25k-50k,
King Style Kitchen Expert Yam Pounder N Food Processor 100 Copper,45000.0,,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/king-style-kitchen-expert-yam-pounder-n-food-processor-100-copper-271096158.html,4,,,,,Generic,₦25k-50k,
Generic High Quality Philip Pressing Iron,42750.0,45000.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-high-quality-philip-pressing-iron-402486261.html,4,,2250.0,5.0,,Generic,₦25k-50k,
Generic Rechargeable Portable And Foldable Mini Storage Fan,25000.0,29000.0,,,https://www.jumia.com.ng/generic-rechargeable-portable-and-foldable-mini-storage-fan-379718513.html,4,,4000.0,13.79,,Generic,₦10k-25k,
Generic Yam Pounder Tiger Nut Grinder And Any Dry Grinding 3L,27500.0,39500.0,,,https://www.jumia.com.ng/generic-yam-pounder-tiger-nut-grinder-and-any-dry-grinding-3l-69010322.html,4,,12000.0,30.38,,Generic,₦25k-50k,
Heavy Duty Yam Pounder Food Processor Akai,349000.0,350000.0,4.5 out of 5,4.5 out of 5(18),https://www.jumia.com.ng/heavy-duty-yam-pounder-food-processor-akai-mpg1593582.html,4,,1000.0,0.29,,AKAI,₦200k+,
Food Processor And Yam Pounder 8.5L Panasonic,73000.0,75000.0,3.6 out of 5,3.6 out of 5(12),https://www.jumia.com.ng/food-processor-and-yam-pounder-8.5l-panasonic-mpg7011532.html,4,,2000.0,2.67,,Panasonic,₦50k-100k,
Generic 3Pcsset Luxury Insulated Food Warmer,147250.0,155000.0,,,https://www.jumia.com.ng/generic-3pcsset-luxury-insulated-food-warmer-250359247.html,4,,7750.0,5.0,,Generic,₦100k-200k,
Generic Automatic 7 Speed Electric Hand Mixer Egg Beater,11875.0,14000.0,,,https://www.jumia.com.ng/generic-automatic-7-speed-electric-hand-mixer-egg-beater-413941627.html,4,,2125.0,15.18,,Generic,₦10k-25k,
Generic Food Dehydrator,84550.0,95000.0,,,https://www.jumia.com.ng/generic-food-dehydrator-401692797.html,4,,10450.0,11.0,,Generic,₦50k-100k,
Generic Mosquito Repellent Non Toxic Bracelets 10Pcs,2500.0,7599.0,,,https://www.jumia.com.ng/generic-mosquito-repellent-non-toxic-bracelets-10pcs-76498330.html,4,,5099.0,67.1,,Generic,₦0-10k,
Generic 3 Litres Whistling Kettle Gas And Stove Kettle And I Free Brush,15105.0,15900.0,,,https://www.jumia.com.ng/generic-3-litres-whistling-kettle-gas-and-stove-kettle-and-i-free-brush-371839429.html,4,,795.0,5.0,,Generic,₦10k-25k,
Sonifer 7 In 1 Multifunction Hand Blender Set Professional Power Total Kitchen Control,68399.0,83400.0,,,https://www.jumia.com.ng/sonifer-7-in-1-multifunction-hand-blender-set-professional-power-total-kitchen-control-419171418.html,4,,15001.0,17.99,,Sonifer,₦50k-100k,
Generic 3 Litres Stainless Steel Anti Rust Kettle Gas Stove,15105.0,15900.0,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-3-litres-stainless-steel-anti-rust-kettle-gas-stove-72130978.html,4,,795.0,5.0,,Generic,₦10k-25k,
Generic Yam Pounder And Multifunctional Food Machine 7L Bowl,38000.0,,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/generic-yam-pounder-and-multifunctional-food-machine-7l-bowl-87111364.html,4,,,,,Generic,₦25k-50k,
Rico Heavy Duty Fufu Maker Yam Pounder 700Watts,70000.0,,,,https://www.jumia.com.ng/rico-heavy-duty-fufu-maker-yam-pounder-700watts-37487711.html,4,,,,,Rico,₦50k-100k,
Pizza And Chin Chin Cutter Generic,3040.0,7700.0,3 out of 5,3 out of 5(1),https://www.jumia.com.ng/pizza-and-chin-chin-cutter-generic-mpg8431939.html,4,,4660.0,60.52,,Generic,₦0-10k,
Binatone 6 Litres All In One Yam Pounder Kc 6000,95500.0,100000.0,,,https://www.jumia.com.ng/binatone-6-litres-all-in-one-yam-pounder-kc-6000-374070071.html,4,,4500.0,4.5,,Binatone,₦50k-100k,
Generic Boston Electric Iron,18525.0,19500.0,,,https://www.jumia.com.ng/generic-boston-electric-iron-418913824.html,4,,975.0,5.0,,Generic,₦10k-25k,
Japan Yam Pounder And Multifunctional Food Machine 8.5L Nulek,60800.0,70000.0,,,https://www.jumia.com.ng/japan-yam-pounder-and-multifunctional-food-machine-8.5l-nulek-mpg6952826.html,4,,9200.0,13.14,,Generic,₦50k-100k,
Generic 50Pcs Cone Set Football Training Equipment,28025.0,29500.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-50pcs-cone-set-football-training-equipment-266413632.html,4,,1475.0,5.0,,Generic,₦25k-50k,
Emouliness Electric Dry Iron Generic,20900.0,22000.0,,,https://www.jumia.com.ng/emouliness-electric-dry-iron-generic-mpg11502992.html,4,,1100.0,5.0,,Emouliness,₦10k-25k,
Generic Mosquitos Killing Lamb,7600.0,10000.0,,,https://www.jumia.com.ng/generic-mosquitos-killing-lamb-418626396.html,4,,2400.0,24.0,,Generic,₦0-10k,
Generic Mounted Electric Shock Led Mosquito Killer Trap,22080.0,23000.0,3 out of 5,3 out of 5(1),https://www.jumia.com.ng/generic-mounted-electric-shock-led-mosquito-killer-trap-291066218.html,4,,920.0,4.0,,Generic,₦10k-25k,
Generic Deadbug Organic Cockroach Killer Insect Food Bait 3 Pieces,5699.0,9000.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-deadbug-organic-cockroach-killer-insect-food-bait-3-pieces-391096939.html,4,,3301.0,36.68,,Generic,₦0-10k,
Generic 3Pcsset Luxury Insulated Food Warmer,199500.0,210000.0,,,https://www.jumia.com.ng/generic-3pcsset-luxury-insulated-food-warmer-250360185.html,4,,10500.0,5.0,,Generic,₦100k-200k,
Generic Silver Crest 10000W 4Liters Jar Blender With Two Cups,82000.0,89000.0,,,https://www.jumia.com.ng/generic-silver-crest-10000w-4liters-jar-blender-with-two-cups-402837564.html,4,,7000.0,7.87,,Generic,₦50k-100k,
Generic Vinod Pressure Cooker 10L Stainless,142500.0,150000.0,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-vinod-pressure-cooker-10l-stainless-263379086.html,5,,7500.0,5.0,,Generic,₦100k-200k,
Citel Japan Electric Iron Generic,24700.0,26000.0,,,https://www.jumia.com.ng/citel-japan-electric-iron-generic-mpg11502221.html,5,,1300.0,5.0,,Citel,₦10k-25k,
Nine Stainless Steel Whistling Kettle,17575.0,18500.0,1 out of 5,1 out of 5(1),https://www.jumia.com.ng/nine-stainless-steel-whistling-kettle-348805227.html,5,,925.0,5.0,,Nine,₦10k-25k,
Rico Yam Pounder And Fufu Maker White,75000.0,,,,https://www.jumia.com.ng/rico-yam-pounder-and-fufu-maker-white-43314500.html,5,,,,,Rico,₦50k-100k,
Nine 1.5L Black Stainless Steel Kettle Hr 5082,9975.0,10500.0,4.1 out of 5,4.1 out of 5(16),https://www.jumia.com.ng/nine-1.5l-black-stainless-steel-kettle-hr-5082-279940609.html,5,,525.0,5.0,,Nine,₦0-10k,
3L Multipurpose Yam Pounder Food Processor Machine Generic,32000.0,,,,https://www.jumia.com.ng/3l-multipurpose-yam-pounder-food-processor-machine-generic-mpg9622880.html,5,,,,,Generic,₦25k-50k,
Binatone 6 Litres All In One Yam Pounder Kc 6000,88999.0,199000.0,,,https://www.jumia.com.ng/binatone-6-litres-all-in-one-yam-pounder-kc-6000-265550883.html,5,,110001.0,55.28,,Binatone,₦50k-100k,
Generic 12L Electric Food Processor Yam Pounder And Meat Grinder,95500.0,105000.0,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-12l-electric-food-processor-yam-pounder-and-meat-grinder-77382190.html,5,,9500.0,9.05,,Generic,₦50k-100k,
Rico Heavy Duty Fufu Maker Yam Pounder 700Watts,90250.0,95000.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/rico-heavy-duty-fufu-maker-yam-pounder-700watts-39091105.html,5,,4750.0,5.0,,Rico,₦50k-100k,
Sonik Electric Insect Killer20W,35625.0,39000.0,,,https://www.jumia.com.ng/sonik-electric-insect-killer20w-104733346.html,5,,3375.0,8.65,,Sonik,₦25k-50k,
Generic Three Layer Plastic Dish Storage Rack With Cover,84550.0,89000.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-three-layer-plastic-dish-storage-rack-with-cover-266838421.html,5,,4450.0,5.0,,Generic,₦50k-100k,
Generic Vibro Shape Tummy Slimming Belt,33000.0,35000.0,,,https://www.jumia.com.ng/generic-vibro-shape-tummy-slimming-belt-396941783.html,5,,2000.0,5.71,,Generic,₦25k-50k,
Generic 7L Yam Pounder And Multifunctional Food Machine,39000.0,,3.3 out of 5,3.3 out of 5(3),https://www.jumia.com.ng/generic-7l-yam-pounder-and-multifunctional-food-machine-109618380.html,5,,,,,Generic,₦25k-50k,
Nine 2L Electric Kettle 902Bw,23750.0,25000.0,,,https://www.jumia.com.ng/nine-2l-electric-kettle-902bw-419052752.html,5,,1250.0,5.0,,Nine,₦10k-25k,
Generic Diamond Series Cast Aluminum Cookware Nonstick Pot,91200.0,107000.0,,,https://www.jumia.com.ng/generic-diamond-series-cast-aluminum-cookware-nonstick-pot-407280922.html,5,,15800.0,14.77,,Generic,₦50k-100k,
Generic Travel Portable Easy To Carry Folding Electric Kettle,,,,,https://www.jumia.com.ng/generic-travel-portable-easy-to-carry-folding-electric-kettle-419078595.html,5,,,,,Generic,,
Nine 1.5L White Stainless Steel Kettle Hr 5082,9975.0,10500.0,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/nine-1.5l-white-stainless-steel-kettle-hr-5082-279938098.html,5,,525.0,5.0,,Nine,₦0-10k,
Sonik Electric Insect Killer16W,35910.0,38000.0,,,https://www.jumia.com.ng/sonik-electric-insect-killer16w-104733601.html,5,,2090.0,5.5,,Sonik,₦25k-50k,
Foldable Space Saving Hanger Closet Generic,,,,,https://www.jumia.com.ng/foldable-space-saving-hanger-closet-generic-mpg3738862.html,5,,,,,Generic,,
Electric Crepe Maker Pizza Pancake Machine Generic,26125.0,27500.0,,,https://www.jumia.com.ng/electric-crepe-maker-pizza-pancake-machine-generic-mpg5907130.html,5,,1375.0,5.0,,Generic,₦25k-50k,
Nine 2.5L Electric Kettle 2.5L Kettle,15675.0,16500.0,,,https://www.jumia.com.ng/nine-2.5l-electric-kettle-2.5l-kettle-419052879.html,5,,825.0,5.0,,Nine,₦10k-25k,
Binatone 6 Litres All In One Yam Pounder Kc 6000,83000.0,95000.0,,,https://www.jumia.com.ng/binatone-6-litres-all-in-one-yam-pounder-kc-6000-377121560.html,5,,12000.0,12.63,,Binatone,₦50k-100k,
Dsp Exclusive Handheld Garment Steamer 1500W,64600.0,84300.0,,,https://www.jumia.com.ng/dsp-exclusive-handheld-garment-steamer-1500w-419110062.html,5,,19700.0,23.37,,Dsp,₦50k-100k,
Generic Premium Stainless Steel 6Litre Electric Yamfufu Pounder,65500.0,68000.0,,,https://www.jumia.com.ng/generic-premium-stainless-steel-6litre-electric-yamfufu-pounder-70457173.html,5,,2500.0,3.68,,Generic,₦50k-100k,
Generic Electric Stainless Steel Yam Pounder 8Litres,48000.0,,,,https://www.jumia.com.ng/generic-electric-stainless-steel-yam-pounder-8litres-93509423.html,5,,,,,Generic,₦25k-50k,
Generic Double Bulb Solar Rechargeable Wall Mount Security Light Lamp,24225.0,25500.0,,,https://www.jumia.com.ng/generic-double-bulb-solar-rechargeable-wall-mount-security-light-lamp-412682255.html,5,,1275.0,5.0,,Generic,₦10k-25k,
5L Multi Purpose Yam Fufu Pounder Cooks Pounds Syinix,150000.0,190000.0,,,https://www.jumia.com.ng/5l-multi-purpose-yam-fufu-pounder-cooks-pounds-syinix-mpg6711730.html,5,,40000.0,21.05,,Syinix,₦100k-200k,
Legacy Yam Pounder And Multifunctional Food Machine 8L Bowl 2800W,54000.0,55000.0,3.7 out of 5,3.7 out of 5(12),https://www.jumia.com.ng/legacy-yam-pounder-and-multifunctional-food-machine-8l-bowl-2800w-72061779.html,5,,1000.0,1.82,,Legacy,₦50k-100k,
Generic Multipurpose 6Litres Electric Stainless Steel Yam Pounder,39500.0,,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-multipurpose-6litres-electric-stainless-steel-yam-pounder-72180492.html,5,,,,,Generic,₦25k-50k,
Generic 3Pcsset Luxury Insulated Food Warmer,247000.0,260000.0,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-3pcsset-luxury-insulated-food-warmer-267769561.html,5,,13000.0,5.0,,Generic,₦200k+,
Generic Non Stick Pot With Frypan,73815.0,99000.0,,,https://www.jumia.com.ng/generic-non-stick-pot-with-frypan-407316608.html,5,,25185.0,25.44,,Generic,₦50k-100k,
King Style Multifunctional Yam Pounder Food Chopper 6Liters,50000.0,90000.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/king-style-multifunctional-yam-pounder-food-chopper-6liters-128336747.html,5,,40000.0,44.44,,Generic,₦25k-50k,
Legacy Yam Pounder And Multifunctional Food Machine 8.0L Bowl 2800W,54000.0,55000.0,3.7 out of 5,3.7 out of 5(17),https://www.jumia.com.ng/legacy-yam-pounder-and-multifunctional-food-machine-8.0l-bowl-2800w-72061595.html,5,,1000.0,1.82,,Legacy,₦50k-100k,
Generic Multifunctional Yam Pounder Food Chopper,55000.0,150000.0,,,https://www.jumia.com.ng/generic-multifunctional-yam-pounder-food-chopper-196527803.html,5,,95000.0,63.33,,Generic,₦50k-100k,
King Style 12Litres Electric Stainless Steel Yam Pounder,98900.0,,,,https://www.jumia.com.ng/king-style-12litres-electric-stainless-steel-yam-pounder-127783731.html,5,,,,,Generic,₦50k-100k,
Generic Bathroom Corner Rack Storage Organizer,23275.0,25500.0,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-bathroom-corner-rack-storage-organizer-377446277.html,5,,2225.0,8.73,,Generic,₦10k-25k,
King Style 12L Yam Pounder Tiger Nut Grinder And Any Dry Grinding,99900.0,,,,https://www.jumia.com.ng/king-style-12l-yam-pounder-tiger-nut-grinder-and-any-dry-grinding-126414126.html,5,,,,,Generic,₦50k-100k,
